bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower
1-7,0,,,,,,,TabICLv2,2019,4
8-30,8,-1.542,52.826,41.391,0.9149,1.0813,0.523,TabICLv2,2019,4
31-90,32,-0.17,24.246,19.19,1.2297,0.8786,0.047,TabICLv2,2019,4
91-180,62,-0.461,105.861,65.629,1.1359,0.8639,0.299,TabICLv2,2019,4
181-270,61,0.239,31.603,21.812,0.4533,0.7754,0.748,TabICLv2,2019,4
271-365,66,-0.065,54.46,22.46,0.8181,0.851,0.417,TabICLv2,2019,4
1-7,4,-5.172,18.727,17.226,1.3875,1.9431,0.425,RF,2020,4
8-30,21,-1.103,21.374,18.281,1.7301,1.5934,0.211,RF,2020,4
31-90,37,-0.096,45.971,31.407,1.2412,1.0829,-0.075,RF,2020,4
91-180,42,0.039,20.538,16.492,0.6199,0.7853,0.31,RF,2020,4
181-270,79,0.112,77.159,49.943,0.9638,0.8195,0.347,RF,2020,4
271-365,80,0.232,87.457,35.142,0.9261,0.8147,0.56,RF,2020,4
1-7,4,-6.158,20.168,18.534,1.493,2.0907,0.38,XGB,2020,4
8-30,21,-0.431,17.629,13.287,1.2574,1.1581,0.169,XGB,2020,4
31-90,37,-0.121,46.498,30.907,1.2214,1.0657,-0.195,XGB,2020,4
91-180,42,-0.005,21.007,16.443,0.6181,0.783,0.236,XGB,2020,4
181-270,79,0.097,77.818,48.07,0.9277,0.7888,0.311,XGB,2020,4
271-365,80,0.143,92.422,39.833,1.0498,0.9234,0.422,XGB,2020,4
1-7,4,-5.556,19.301,17.701,1.4258,1.9967,0.326,LightGBM,2020,4
8-30,21,-0.603,18.659,14.546,1.3766,1.2678,0.203,LightGBM,2020,4
31-90,37,-0.116,46.404,31.577,1.2479,1.0887,-0.133,LightGBM,2020,4
91-180,42,0.032,20.614,16.448,0.6183,0.7832,0.247,LightGBM,2020,4
181-270,79,0.105,77.458,48.826,0.9423,0.8012,0.326,LightGBM,2020,4
271-365,80,0.145,92.326,39.23,1.0339,0.9094,0.435,LightGBM,2020,4
1-7,4,-1.438,11.771,9.319,0.7506,1.0512,0.018,SARIMAX,2020,4
8-30,21,0.189,13.273,10.237,0.9688,0.8922,0.448,SARIMAX,2020,4
31-90,37,-0.057,45.149,26.698,1.0551,0.9205,0.049,SARIMAX,2020,4
91-180,42,0.056,20.353,17.31,0.6507,0.8242,0.421,SARIMAX,2020,4
181-270,79,0.094,77.92,50.953,0.9833,0.8361,0.317,SARIMAX,2020,4
271-365,80,0.124,93.447,40.837,1.0762,0.9467,0.371,SARIMAX,2020,4
1-7,4,-4.187,17.169,15.519,1.25,1.7506,0.358,Ensemble_unweighted,2020,4
8-30,21,-0.279,16.667,12.264,1.1606,1.0689,0.275,Ensemble_unweighted,2020,4
31-90,37,-0.08,45.633,29.787,1.1772,1.027,-0.099,Ensemble_unweighted,2020,4
91-180,42,0.087,20.017,16.136,0.6065,0.7683,0.345,Ensemble_unweighted,2020,4
181-270,79,0.109,77.283,48.961,0.9449,0.8034,0.332,Ensemble_unweighted,2020,4
271-365,80,0.167,91.13,37.661,0.9925,0.8731,0.462,Ensemble_unweighted,2020,4
1-7,4,-4.238,17.253,15.609,1.2573,1.7608,0.359,Ensemble_MASEweighted,2020,4
8-30,21,-0.287,16.718,12.31,1.165,1.073,0.272,Ensemble_MASEweighted,2020,4
31-90,37,-0.081,45.656,29.837,1.1791,1.0288,-0.101,Ensemble_MASEweighted,2020,4
91-180,42,0.086,20.033,16.119,0.6059,0.7675,0.342,Ensemble_MASEweighted,2020,4
181-270,79,0.109,77.287,48.944,0.9446,0.8031,0.332,Ensemble_MASEweighted,2020,4
271-365,80,0.166,91.154,37.693,0.9934,0.8738,0.462,Ensemble_MASEweighted,2020,4
1-7,4,-1.902,12.843,11.566,0.9317,1.3047,0.052,TFT,2020,4
8-30,21,-0.597,18.628,12.619,1.1942,1.0999,-0.228,TFT,2020,4
31-90,37,-0.238,48.875,28.974,1.145,0.999,0.222,TFT,2020,4
91-180,42,-0.36,24.436,18.758,0.7051,0.8932,0.425,TFT,2020,4
181-270,79,0.12,76.83,49.702,0.9592,0.8156,0.352,TFT,2020,4
271-365,80,0.136,92.81,38.111,1.0044,0.8835,0.423,TFT,2020,4
1-7,4,-0.225,8.342,6.304,0.5078,0.7111,-0.743,TabPFN,2020,4
8-30,21,-0.004,14.766,8.978,0.8496,0.7825,-0.045,TabPFN,2020,4
31-90,37,-0.076,45.564,26.227,1.0365,0.9043,0.6,TabPFN,2020,4
91-180,42,0.1,19.88,14.863,0.5587,0.7077,0.397,TabPFN,2020,4
181-270,79,0.033,80.503,45.003,0.8685,0.7385,0.368,TabPFN,2020,4
271-365,80,0.073,96.093,35.512,0.9359,0.8232,0.495,TabPFN,2020,4
1-7,4,-3.815,16.541,14.32,1.1535,1.6154,-0.214,DLinear,2020,4
8-30,21,-6.764,41.07,34.403,3.2558,2.9986,0.039,DLinear,2020,4
31-90,37,-0.102,46.11,29.886,1.1811,1.0305,0.162,DLinear,2020,4
91-180,42,-3.153,42.7,34.823,1.309,1.6581,-0.207,DLinear,2020,4
181-270,79,-0.095,85.695,61.688,1.1905,1.0123,0.203,DLinear,2020,4
271-365,80,0.019,98.889,58.775,1.549,1.3625,0.289,DLinear,2020,4
1-7,4,-3.262,15.562,15.105,1.2167,1.7038,-0.663,LSTM,2020,4
8-30,21,-0.013,14.832,10.646,1.0075,0.9279,0.242,LSTM,2020,4
31-90,37,-0.084,45.729,27.438,1.0844,0.9461,0.111,LSTM,2020,4
91-180,42,-3.199,42.935,32.159,1.2089,1.5313,0.117,LSTM,2020,4
181-270,79,0.002,81.789,52.856,1.0201,0.8673,0.341,LSTM,2020,4
271-365,80,-0.032,101.427,49.24,1.2977,1.1415,0.095,LSTM,2020,4
1-7,4,0.008,7.507,6.0,0.4833,0.6768,0.652,TabICLv2,2020,4
8-30,21,-0.051,15.112,8.995,0.8512,0.784,-0.131,TabICLv2,2020,4
31-90,37,-0.127,46.618,26.734,1.0565,0.9218,0.447,TabICLv2,2020,4
91-180,42,-0.019,21.147,16.282,0.612,0.7752,0.162,TabICLv2,2020,4
181-270,79,-0.126,86.868,48.994,0.9455,0.804,0.172,TabICLv2,2020,4
271-365,80,0.024,98.637,36.974,0.9744,0.8571,0.393,TabICLv2,2020,4
1-7,3,-3.127,4.914,3.965,0.4534,0.4482,-0.999,RF,2021,4
8-30,19,-0.732,22.749,18.178,1.3787,1.2134,0.256,RF,2021,4
31-90,50,-0.182,22.291,17.646,1.0274,1.0222,0.115,RF,2021,4
91-180,90,0.209,88.374,52.998,1.0386,0.7262,0.51,RF,2021,4
181-270,88,0.222,89.067,68.949,0.9237,0.9665,0.499,RF,2021,4
271-365,91,-0.594,41.259,33.074,1.2612,1.4902,0.468,RF,2021,4
1-7,3,-1.803,4.05,3.57,0.4083,0.4035,-0.833,XGB,2021,4
8-30,19,-0.17,18.697,15.013,1.1387,1.0021,0.389,XGB,2021,4
31-90,50,-0.098,21.491,15.677,0.9127,0.9081,0.11,XGB,2021,4
91-180,90,0.137,92.34,58.427,1.145,0.8006,0.371,XGB,2021,4
181-270,88,0.322,83.111,65.564,0.8784,0.9191,0.614,XGB,2021,4
271-365,91,-0.514,40.208,31.416,1.198,1.4154,0.473,XGB,2021,4
1-7,3,-0.606,3.066,2.728,0.312,0.3084,-0.986,LightGBM,2021,4
8-30,19,-0.214,19.049,14.677,1.1132,0.9797,0.371,LightGBM,2021,4
31-90,50,-0.056,21.074,14.612,0.8507,0.8464,0.107,LightGBM,2021,4
91-180,90,0.193,89.313,55.597,1.0895,0.7618,0.45,LightGBM,2021,4
181-270,88,0.335,82.342,65.155,0.8729,0.9134,0.636,LightGBM,2021,4
271-365,91,-0.582,41.109,32.368,1.2343,1.4583,0.463,LightGBM,2021,4
1-7,3,-5.577,6.204,5.171,0.5913,0.5845,-0.434,SARIMAX,2021,4
8-30,19,0.013,17.173,12.58,0.9542,0.8397,0.251,SARIMAX,2021,4
31-90,50,0.016,20.343,13.56,0.7894,0.7854,0.176,SARIMAX,2021,4
91-180,90,0.111,93.69,56.891,1.1149,0.7795,0.344,SARIMAX,2021,4
181-270,88,0.207,89.9,64.547,0.8648,0.9048,0.477,SARIMAX,2021,4
271-365,91,-0.271,36.842,28.541,1.0883,1.2859,0.509,SARIMAX,2021,4
1-7,3,-2.396,4.458,3.804,0.435,0.43,-0.811,Ensemble_unweighted,2021,4
8-30,19,-0.2,18.936,14.696,1.1147,0.981,0.324,Ensemble_unweighted,2021,4
31-90,50,-0.035,20.864,15.05,0.8762,0.8718,0.132,Ensemble_unweighted,2021,4
91-180,90,0.168,90.664,55.75,1.0926,0.7639,0.424,Ensemble_unweighted,2021,4
181-270,88,0.293,84.912,65.574,0.8785,0.9192,0.577,Ensemble_unweighted,2021,4
271-365,91,-0.436,39.166,31.053,1.1842,1.3991,0.497,Ensemble_unweighted,2021,4
1-7,3,-2.352,4.429,3.785,0.4328,0.4278,-0.815,Ensemble_MASEweighted,2021,4
8-30,19,-0.201,18.94,14.708,1.1156,0.9818,0.326,Ensemble_MASEweighted,2021,4
31-90,50,-0.036,20.876,15.061,0.8768,0.8724,0.131,Ensemble_MASEweighted,2021,4
91-180,90,0.168,90.656,55.777,1.0931,0.7642,0.424,Ensemble_MASEweighted,2021,4
181-270,88,0.294,84.821,65.575,0.8785,0.9192,0.579,Ensemble_MASEweighted,2021,4
271-365,91,-0.439,39.203,31.078,1.1851,1.4002,0.497,Ensemble_MASEweighted,2021,4
1-7,3,-9.75,7.931,5.998,0.686,0.678,-0.835,TFT,2021,4
8-30,19,-0.074,17.911,12.681,0.9618,0.8465,0.519,TFT,2021,4
31-90,50,-0.111,21.619,14.274,0.831,0.8268,0.369,TFT,2021,4
91-180,90,0.24,86.654,46.493,0.9111,0.637,0.571,TFT,2021,4
181-270,88,0.226,88.823,57.775,0.774,0.8099,0.51,TFT,2021,4
271-365,91,-1.345,50.051,35.156,1.3406,1.584,0.413,TFT,2021,4
1-7,3,-0.733,3.185,3.027,0.3461,0.3421,-0.181,TabPFN,2021,4
8-30,19,0.105,16.355,11.531,0.8746,0.7697,0.526,TabPFN,2021,4
31-90,50,0.006,20.449,12.437,0.7241,0.7204,0.356,TabPFN,2021,4
91-180,90,-0.007,99.739,49.504,0.9701,0.6783,0.406,TabPFN,2021,4
181-270,88,0.061,97.856,61.872,0.8289,0.8673,0.46,TabPFN,2021,4
271-365,91,0.164,29.877,19.7,0.7512,0.8876,0.445,TabPFN,2021,4
1-7,3,-109.197,25.393,22.374,2.5587,2.529,-0.207,DLinear,2021,4
8-30,19,-4.724,41.354,33.555,2.5451,2.2398,0.039,DLinear,2021,4
31-90,50,-2.837,40.171,31.008,1.8053,1.7961,0.279,DLinear,2021,4
91-180,90,0.25,86.051,61.478,1.2048,0.8424,0.545,DLinear,2021,4
181-270,88,0.446,75.135,57.813,0.7745,0.8104,0.673,DLinear,2021,4
271-365,91,-1.353,50.134,39.11,1.4914,1.7621,0.38,DLinear,2021,4
1-7,3,-15.351,9.782,8.849,1.012,1.0002,-0.943,LSTM,2021,4
8-30,19,-0.658,22.26,19.267,1.4613,1.2861,0.322,LSTM,2021,4
31-90,50,-0.141,21.908,14.215,0.8276,0.8234,0.238,LSTM,2021,4
91-180,90,-0.123,105.331,62.529,1.2254,0.8568,0.232,LSTM,2021,4
181-270,88,0.181,91.376,59.63,0.7989,0.8359,0.478,LSTM,2021,4
271-365,91,-0.642,41.876,29.484,1.1243,1.3284,0.235,LSTM,2021,4
1-7,3,-31.756,13.844,13.41,1.5336,1.5158,-0.126,TabICLv2,2021,4
8-30,19,0.069,16.679,12.549,0.9518,0.8377,0.333,TabICLv2,2021,4
31-90,50,-0.066,21.169,12.923,0.7523,0.7485,0.505,TabICLv2,2021,4
91-180,90,-0.036,101.172,52.393,1.0268,0.7179,0.518,TabICLv2,2021,4
181-270,88,0.054,98.214,67.048,0.8983,0.9399,0.283,TabICLv2,2021,4
271-365,91,0.11,30.833,19.958,0.7611,0.8992,0.462,TabICLv2,2021,4
1-7,0,,,,,,,RF,2022,4
8-30,0,,,,,,,RF,2022,4
31-90,1,,,,,,,RF,2022,4
91-180,75,0.018,32.969,26.392,0.7343,1.3167,0.492,RF,2022,4
181-270,74,0.121,55.0,38.694,0.7491,1.1265,0.52,RF,2022,4
271-365,74,0.179,29.821,22.152,0.7072,1.0473,0.532,RF,2022,4
1-7,0,,,,,,,XGB,2022,4
8-30,0,,,,,,,XGB,2022,4
31-90,1,,,,,,,XGB,2022,4
91-180,75,0.156,30.567,22.745,0.6328,1.1348,0.489,XGB,2022,4
181-270,74,0.098,55.717,39.229,0.7594,1.1421,0.506,XGB,2022,4
271-365,74,0.173,29.943,22.071,0.7046,1.0435,0.485,XGB,2022,4
1-7,0,,,,,,,LightGBM,2022,4
8-30,0,,,,,,,LightGBM,2022,4
31-90,1,,,,,,,LightGBM,2022,4
91-180,75,0.075,32.006,24.154,0.672,1.2051,0.413,LightGBM,2022,4
181-270,74,-0.085,61.111,45.956,0.8897,1.3379,0.495,LightGBM,2022,4
271-365,74,0.171,29.979,22.08,0.7049,1.0439,0.486,LightGBM,2022,4
1-7,0,,,,,,,SARIMAX,2022,4
8-30,0,,,,,,,SARIMAX,2022,4
31-90,1,,,,,,,SARIMAX,2022,4
91-180,75,0.202,29.725,23.248,0.6468,1.1599,0.585,SARIMAX,2022,4
181-270,74,0.044,57.372,41.001,0.7937,1.1937,0.502,SARIMAX,2022,4
271-365,74,-0.058,33.861,25.482,0.8135,1.2047,0.432,SARIMAX,2022,4
1-7,0,,,,,,,Ensemble_unweighted,2022,4
8-30,0,,,,,,,Ensemble_unweighted,2022,4
31-90,1,,,,,,,Ensemble_unweighted,2022,4
91-180,75,0.129,31.049,23.916,0.6654,1.1932,0.524,Ensemble_unweighted,2022,4
181-270,74,0.062,56.82,40.952,0.7928,1.1922,0.512,Ensemble_unweighted,2022,4
271-365,74,0.157,30.215,22.443,0.7165,1.0611,0.49,Ensemble_unweighted,2022,4
1-7,0,,,,,,,Ensemble_MASEweighted,2022,4
8-30,0,,,,,,,Ensemble_MASEweighted,2022,4
31-90,1,,,,,,,Ensemble_MASEweighted,2022,4
91-180,75,0.129,31.054,23.905,0.6651,1.1926,0.522,Ensemble_MASEweighted,2022,4
181-270,74,0.061,56.84,40.981,0.7934,1.1931,0.512,Ensemble_MASEweighted,2022,4
271-365,74,0.158,30.196,22.417,0.7156,1.0598,0.49,Ensemble_MASEweighted,2022,4
1-7,0,,,,,,,TFT,2022,4
8-30,0,,,,,,,TFT,2022,4
31-90,1,,,,,,,TFT,2022,4
91-180,75,0.086,31.809,23.295,0.6481,1.1622,0.418,TFT,2022,4
181-270,74,0.28,49.785,33.999,0.6582,0.9898,0.614,TFT,2022,4
271-365,74,-0.277,37.197,26.939,0.86,1.2736,0.386,TFT,2022,4
1-7,0,,,,,,,TabPFN,2022,4
8-30,0,,,,,,,TabPFN,2022,4
31-90,1,,,,,,,TabPFN,2022,4
91-180,75,0.182,30.09,20.051,0.5579,1.0003,0.568,TabPFN,2022,4
181-270,74,0.188,52.869,29.39,0.569,0.8557,0.59,TabPFN,2022,4
271-365,74,0.144,30.446,20.397,0.6511,0.9643,0.497,TabPFN,2022,4
1-7,0,,,,,,,DLinear,2022,4
8-30,0,,,,,,,DLinear,2022,4
31-90,1,,,,,,,DLinear,2022,4
91-180,75,-0.799,44.63,33.15,0.9223,1.6539,0.009,DLinear,2022,4
181-270,74,-0.093,61.355,47.534,0.9202,1.3839,0.494,DLinear,2022,4
271-365,74,-1.086,47.541,38.959,1.2437,1.8419,0.403,DLinear,2022,4
1-7,0,,,,,,,LSTM,2022,4
8-30,0,,,,,,,LSTM,2022,4
31-90,1,,,,,,,LSTM,2022,4
91-180,75,-0.198,36.428,25.079,0.6978,1.2512,0.141,LSTM,2022,4
181-270,74,-0.848,79.759,56.925,1.102,1.6573,0.448,LSTM,2022,4
271-365,74,-0.35,38.252,25.516,0.8146,1.2064,0.215,LSTM,2022,4
1-7,0,,,,,,,TabICLv2,2022,4
8-30,0,,,,,,,TabICLv2,2022,4
31-90,1,,,,,,,TabICLv2,2022,4
91-180,75,-0.066,34.366,23.274,0.6476,1.1612,0.163,TabICLv2,2022,4
181-270,74,0.234,51.366,28.962,0.5607,0.8432,0.616,TabICLv2,2022,4
271-365,74,0.142,30.487,20.112,0.642,0.9509,0.38,TabICLv2,2022,4
1-7,0,,,,,,,RF,2018,9
8-30,0,,,,,,,RF,2018,9
31-90,0,,,,,,,RF,2018,9
91-180,0,,,,,,,RF,2018,9
181-270,0,,,,,,,RF,2018,9
271-365,0,,,,,,,RF,2018,9
1-7,0,,,,,,,XGB,2018,9
8-30,0,,,,,,,XGB,2018,9
31-90,0,,,,,,,XGB,2018,9
91-180,0,,,,,,,XGB,2018,9
181-270,0,,,,,,,XGB,2018,9
271-365,0,,,,,,,XGB,2018,9
1-7,0,,,,,,,LightGBM,2018,9
8-30,0,,,,,,,LightGBM,2018,9
31-90,0,,,,,,,LightGBM,2018,9
91-180,0,,,,,,,LightGBM,2018,9
181-270,0,,,,,,,LightGBM,2018,9
271-365,0,,,,,,,LightGBM,2018,9
1-7,0,,,,,,,SARIMAX,2018,9
8-30,0,,,,,,,SARIMAX,2018,9
31-90,0,,,,,,,SARIMAX,2018,9
91-180,0,,,,,,,SARIMAX,2018,9
181-270,0,,,,,,,SARIMAX,2018,9
271-365,0,,,,,,,SARIMAX,2018,9
1-7,0,,,,,,,Ensemble_unweighted,2018,9
8-30,0,,,,,,,Ensemble_unweighted,2018,9
31-90,0,,,,,,,Ensemble_unweighted,2018,9
91-180,0,,,,,,,Ensemble_unweighted,2018,9
181-270,0,,,,,,,Ensemble_unweighted,2018,9
271-365,0,,,,,,,Ensemble_unweighted,2018,9
1-7,0,,,,,,,Ensemble_MASEweighted,2018,9
8-30,0,,,,,,,Ensemble_MASEweighted,2018,9
31-90,0,,,,,,,Ensemble_MASEweighted,2018,9
91-180,0,,,,,,,Ensemble_MASEweighted,2018,9
181-270,0,,,,,,,Ensemble_MASEweighted,2018,9
271-365,0,,,,,,,Ensemble_MASEweighted,2018,9
1-7,0,,,,,,,TFT,2018,9
8-30,0,,,,,,,TFT,2018,9
31-90,0,,,,,,,TFT,2018,9
91-180,0,,,,,,,TFT,2018,9
181-270,0,,,,,,,TFT,2018,9
271-365,0,,,,,,,TFT,2018,9
1-7,0,,,,,,,TabPFN,2018,9
8-30,0,,,,,,,TabPFN,2018,9
31-90,0,,,,,,,TabPFN,2018,9
91-180,0,,,,,,,TabPFN,2018,9
181-270,0,,,,,,,TabPFN,2018,9
271-365,0,,,,,,,TabPFN,2018,9
1-7,0,,,,,,,DLinear,2018,9
8-30,0,,,,,,,DLinear,2018,9
31-90,0,,,,,,,DLinear,2018,9
91-180,0,,,,,,,DLinear,2018,9
181-270,0,,,,,,,DLinear,2018,9
271-365,0,,,,,,,DLinear,2018,9
1-7,0,,,,,,,LSTM,2018,9
8-30,0,,,,,,,LSTM,2018,9
31-90,0,,,,,,,LSTM,2018,9
91-180,0,,,,,,,LSTM,2018,9
181-270,0,,,,,,,LSTM,2018,9
271-365,0,,,,,,,LSTM,2018,9
1-7,0,,,,,,,TabICLv2,2018,9
8-30,0,,,,,,,TabICLv2,2018,9
31-90,0,,,,,,,TabICLv2,2018,9
91-180,0,,,,,,,TabICLv2,2018,9
181-270,0,,,,,,,TabICLv2,2018,9
271-365,0,,,,,,,TabICLv2,2018,9
1-7,0,,,,,,,RF,2019,9
8-30,0,,,,,,,RF,2019,9
31-90,16,-0.908,27.743,22.691,1.0203,0.9977,0.243,RF,2019,9
91-180,81,0.287,60.328,44.271,0.9078,0.7165,0.556,RF,2019,9
181-270,49,0.031,66.251,42.886,0.477,1.0911,0.361,RF,2019,9
271-365,49,0.101,108.359,55.68,0.7901,0.7413,0.626,RF,2019,9
1-7,0,,,,,,,XGB,2019,9
8-30,0,,,,,,,XGB,2019,9
31-90,16,-0.836,27.213,21.111,0.9493,0.9283,0.336,XGB,2019,9
91-180,81,0.305,59.536,42.313,0.8677,0.6848,0.57,XGB,2019,9
181-270,49,0.017,66.74,45.156,0.5022,1.1489,0.388,XGB,2019,9
271-365,49,0.152,105.289,54.091,0.7675,0.7201,0.633,XGB,2019,9
1-7,0,,,,,,,LightGBM,2019,9
8-30,0,,,,,,,LightGBM,2019,9
31-90,16,-1.967,34.59,25.196,1.133,1.1079,0.351,LightGBM,2019,9
91-180,81,0.289,60.21,42.791,0.8775,0.6925,0.551,LightGBM,2019,9
181-270,49,0.071,64.888,43.142,0.4798,1.0976,0.406,LightGBM,2019,9
271-365,49,0.105,108.169,56.35,0.7996,0.7502,0.601,LightGBM,2019,9
1-7,0,,,,,,,SARIMAX,2019,9
8-30,0,,,,,,,SARIMAX,2019,9
31-90,16,-0.106,21.119,15.255,0.6859,0.6707,0.064,SARIMAX,2019,9
91-180,81,0.327,58.583,39.938,0.819,0.6463,0.576,SARIMAX,2019,9
181-270,49,0.143,62.315,37.446,0.4165,0.9527,0.385,SARIMAX,2019,9
271-365,49,0.09,109.044,56.908,0.8075,0.7576,0.591,SARIMAX,2019,9
1-7,0,,,,,,,Ensemble_unweighted,2019,9
8-30,0,,,,,,,Ensemble_unweighted,2019,9
31-90,16,-0.644,25.752,20.503,0.9219,0.9015,0.308,Ensemble_unweighted,2019,9
91-180,81,0.317,59.012,42.006,0.8614,0.6798,0.579,Ensemble_unweighted,2019,9
181-270,49,0.095,64.019,40.132,0.4463,1.0211,0.388,Ensemble_unweighted,2019,9
271-365,49,0.123,107.056,53.81,0.7635,0.7164,0.624,Ensemble_unweighted,2019,9
1-7,0,,,,,,,Ensemble_MASEweighted,2019,9
8-30,0,,,,,,,Ensemble_MASEweighted,2019,9
31-90,16,-0.66,25.874,20.577,0.9253,0.9048,0.31,Ensemble_MASEweighted,2019,9
91-180,81,0.317,59.026,42.022,0.8617,0.6801,0.579,Ensemble_MASEweighted,2019,9
181-270,49,0.094,64.07,40.251,0.4476,1.0241,0.388,Ensemble_MASEweighted,2019,9
271-365,49,0.123,107.035,53.827,0.7638,0.7166,0.625,Ensemble_MASEweighted,2019,9
1-7,0,,,,,,,TFT,2019,9
8-30,0,,,,,,,TFT,2019,9
31-90,16,-0.695,26.145,21.643,0.9732,0.9516,0.415,TFT,2019,9
91-180,81,-0.012,71.87,50.96,1.045,0.8247,0.242,TFT,2019,9
181-270,49,0.153,61.933,43.815,0.4873,1.1148,0.506,TFT,2019,9
271-365,49,-0.373,133.939,75.958,1.0778,1.0112,-0.09,TFT,2019,9
1-7,0,,,,,,,TabPFN,2019,9
8-30,0,,,,,,,TabPFN,2019,9
31-90,16,-1.012,28.484,22.743,1.0226,1.0,,TabPFN,2019,9
91-180,81,-0.64,91.467,61.791,1.2671,1.0,,TabPFN,2019,9
181-270,49,-0.036,68.515,39.304,0.4371,1.0,,TabPFN,2019,9
271-365,49,-0.406,135.523,75.116,1.0658,1.0,,TabPFN,2019,9
1-7,0,,,,,,,DLinear,2019,9
8-30,0,,,,,,,DLinear,2019,9
31-90,16,-2.843,39.371,28.668,1.2891,1.2605,-0.43,DLinear,2019,9
91-180,81,-0.017,72.027,54.194,1.1113,0.8771,0.275,DLinear,2019,9
181-270,49,-0.255,75.389,56.712,0.6307,1.4429,0.311,DLinear,2019,9
271-365,49,-0.185,124.449,78.506,1.1139,1.0451,0.499,DLinear,2019,9
1-7,0,,,,,,,LSTM,2019,9
8-30,0,,,,,,,LSTM,2019,9
31-90,16,-0.888,27.595,22.507,1.0121,0.9896,0.411,LSTM,2019,9
91-180,81,-0.089,74.541,46.793,0.9595,0.7573,0.29,LSTM,2019,9
181-270,49,0.076,64.705,37.834,0.4208,0.9626,0.35,LSTM,2019,9
271-365,49,-0.634,146.14,86.171,1.2227,1.1472,-0.432,LSTM,2019,9
1-7,0,,,,,,,TabICLv2,2019,9
8-30,0,,,,,,,TabICLv2,2019,9
31-90,16,-1.012,28.484,22.743,1.0226,1.0,0.239,TabICLv2,2019,9
91-180,81,-0.64,91.466,61.791,1.2671,1.0,0.336,TabICLv2,2019,9
181-270,49,-0.036,68.515,39.304,0.4371,1.0,-0.225,TabICLv2,2019,9
271-365,49,-0.406,135.523,75.116,1.0658,1.0,0.214,TabICLv2,2019,9
1-7,4,-58.269,28.61,28.046,0.8557,8.5647,0.595,RF,2020,9
8-30,19,0.008,151.367,59.29,0.9659,0.9098,0.339,RF,2020,9
31-90,24,-2.904,28.282,23.872,1.1064,1.9635,0.404,RF,2020,9
91-180,57,-0.156,21.814,16.256,0.5266,0.8752,0.19,RF,2020,9
181-270,64,0.161,88.088,60.761,0.8025,0.8971,0.403,RF,2020,9
271-365,86,0.115,49.982,31.169,0.8074,0.9469,0.404,RF,2020,9
1-7,4,-68.778,31.043,30.561,0.9324,9.3326,0.471,XGB,2020,9
8-30,19,0.035,149.279,59.909,0.976,0.9193,0.381,XGB,2020,9
31-90,24,-3.719,31.092,24.63,1.1416,2.0258,0.263,XGB,2020,9
91-180,57,-0.162,21.873,16.205,0.5249,0.8725,0.12,XGB,2020,9
181-270,64,0.19,86.575,57.953,0.7654,0.8557,0.466,XGB,2020,9
271-365,86,0.125,49.681,30.623,0.7932,0.9303,0.399,XGB,2020,9
1-7,4,-56.661,28.219,27.811,0.8485,8.4927,0.448,LightGBM,2020,9
8-30,19,0.056,147.662,60.231,0.9812,0.9242,0.443,LightGBM,2020,9
31-90,24,-4.157,32.505,26.138,1.2115,2.1499,0.306,LightGBM,2020,9
91-180,57,-0.119,21.464,15.777,0.5111,0.8494,0.125,LightGBM,2020,9
181-270,64,0.165,87.892,60.043,0.793,0.8865,0.43,LightGBM,2020,9
271-365,86,0.108,50.16,31.948,0.8275,0.9705,0.395,LightGBM,2020,9
1-7,4,-53.211,27.362,24.05,0.7338,7.3442,0.233,SARIMAX,2020,9
8-30,19,-0.064,156.763,59.521,0.9697,0.9133,0.307,SARIMAX,2020,9
31-90,24,-1.031,20.398,15.203,0.7046,1.2505,0.43,SARIMAX,2020,9
91-180,57,-0.136,21.625,15.425,0.4997,0.8305,0.048,SARIMAX,2020,9
181-270,64,0.208,85.6,56.597,0.7475,0.8357,0.469,SARIMAX,2020,9
271-365,86,-0.007,53.307,32.548,0.8431,0.9888,0.255,SARIMAX,2020,9
1-7,4,-56.072,28.075,27.617,0.8426,8.4336,0.528,Ensemble_unweighted,2020,9
8-30,19,0.013,150.949,58.23,0.9486,0.8935,0.381,Ensemble_unweighted,2020,9
31-90,24,-2.664,27.397,21.374,0.9906,1.758,0.356,Ensemble_unweighted,2020,9
91-180,57,-0.1,21.283,15.385,0.4984,0.8283,0.13,Ensemble_unweighted,2020,9
181-270,64,0.187,86.721,58.232,0.7691,0.8598,0.45,Ensemble_unweighted,2020,9
271-365,86,0.098,50.452,31.03,0.8038,0.9427,0.367,Ensemble_unweighted,2020,9
1-7,4,-56.25,28.118,27.673,0.8443,8.4505,0.531,Ensemble_MASEweighted,2020,9
8-30,19,0.015,150.867,58.272,0.9493,0.8941,0.382,Ensemble_MASEweighted,2020,9
31-90,24,-2.7,27.532,21.508,0.9968,1.769,0.354,Ensemble_MASEweighted,2020,9
91-180,57,-0.101,21.288,15.391,0.4985,0.8286,0.13,Ensemble_MASEweighted,2020,9
181-270,64,0.187,86.732,58.244,0.7693,0.86,0.45,Ensemble_MASEweighted,2020,9
271-365,86,0.099,50.425,31.03,0.8037,0.9427,0.368,Ensemble_MASEweighted,2020,9
1-7,4,-2.31,6.761,6.151,0.1877,1.8782,0.723,TFT,2020,9
8-30,19,-0.144,162.547,61.873,1.008,0.9494,-0.032,TFT,2020,9
